1	1001.953111257504,-145.82755025645073,-30.5832435671406,-140.1658174044234,-203.1670529936809,-188.40892698104267,-13.515946817272248,-137.78186497946285,-128.2330438436019,-82.74506306529751,-260.33540536071615,-260.69586473565033,-99.17938362243285,-200.73437570194838,-303.2283759104792,-54.64849576197999,-75.73120156187468,103.98446962611901,-89.4663101053186,-91.55486144444446,6.926539820431806,54.48229626750922,98.55805335071089,40.43757795102686,-12.721798398630858	1899.0
3	208.5133225449502,-451.69086409089624,-663.2029644452347,-142.04916803129447,116.26899310184923,-83.28446670398293,-51.15370287766714,115.84366354480795,32.30045375732575,-224.4711298625889,95.34245494238975,-41.47795719374111,-22.3307392514936,1.8062315096728307,47.80636458307254,22.65379935533428,-58.10447597453769,-15.878554734566146,13.804466866571834,43.00431988705547,10.235901194167853,7.217282569559032,-16.707303968847796,-41.66437987780939,-33.64120943086771	7030.0
5	-25.763218561573176,617.1655862088975,-343.7004417951859,157.58108982677842,27.156399914248876,-19.61331569245648,-186.8781042650978,127.58360416118633,82.27674920717816,199.26357282344725,-35.61600916516226,-7.80030541876209,10.35881097410273,22.717052093165698,-14.812445770363205,-15.475069250161186,-14.495876016333547,-52.15372172770255,-14.550169115839243,-12.648020281431336,45.46945351171287,-9.674986968192563,19.683968874059747,18.467682058241994,46.06683510853213	9306.0
7	-259.7079865218027,565.3081301820633,224.8651669296471,-283.488303756125,-37.416616147786016,168.48728314441448,134.1554865162958,-34.99480021510452,-37.84149742447741,-265.0687859311081,-12.737043197010564,4.268420526298044,-64.959284591706,-23.226616317037536,23.124004466846483,13.9198532418521,26.795798849853902,1.048217028882895,39.63088282434255,-8.48790297100472,-30.23832401505956,35.49465001449764,-34.916473653742415,-2.8268063839064963,-14.410375060013486	8898.0
9	211.29950190619917,39.97289102367612,251.3619882040484,579.1694817278149,225.6338686670884,-506.0051728373396,152.37516866040121,-112.40893592300742,-19.48853994090005,-115.87405544406289,-73.30628870215074,-58.25911302114586,90.95731217458884,60.23722529549973,17.61067511476595,-42.89394031989879,85.5474624232785,47.5820365826857,55.28008023712272,54.86144694632207,-16.171192458340865,-56.12493783354419,-15.213978251219956,25.283476381167542,-12.851245928610158	5533.0
0	39.09791297100768,-202.3106953638928,86.81423732095284,-509.7007097932925,328.52943539194484,57.12190567199499,-118.2888222703338,-170.41174761118947,-141.8021323186021,146.6663903649898,44.00211304920859,-0.4440771733270647,142.0376944038552,-7.21748623052813,-18.5954749373139,21.429879944052658,46.062399671524844,34.57321100517161,2.6709320357310764,25.99904978968814,-7.996345074439743,-36.650011056887635,-71.65099835245259,20.984939037454943,14.177777831217677	6381.0
2	-728.7414124068079,-342.39600228397,84.25029670197021,87.60957483553788,-212.07801014771994,3.882306217556193,29.828087301637222,-78.45418616584959,85.05450853935805,57.8657513598187,20.667334277402645,40.1846816971603,23.894204328369252,27.256427543427993,-87.06914285921746,-7.771987551012858,-31.281849386550732,-3.055944075016187,-31.904335271112757,-14.565192476921656,-5.358993911109056,10.608147140690038,39.57058300434743,-3.2117196749606878,0.9323326639533809	10811.0
4	181.04260414838572,-312.1862042272825,330.15085634915545,444.6783910104768,333.28337680051317,362.06061931943555,81.24679123305539,229.69473522001286,-242.15018171969209,136.70539988154798,53.82091312914261,28.08442707162711,-121.20054630746205,-65.78434750630747,128.79615227752834,1.5811968009407742,-47.234857115244814,-13.808283106692326,-6.587452499251658,-51.99772618323711,15.25669825593329,45.3156332788112,63.17381061898653,-32.75166144986102,-46.82434982659825	4677.0
6	1117.6317424738077,-238.88319672830335,-199.07489127091478,77.39147025645035,-764.9799393045348,391.65210689757623,181.4956816544175,-312.99699150000004,76.62351161141517,185.86555660711494,-40.76474465989053,145.34991160594214,-26.05395977404222,-57.57953800312744,96.03450037529319,19.268940091477717,152.76485253596562,-48.26100866536356,-6.479613221657545,-54.03406651133699,-69.7829106157154,-32.561843816653635,-132.52950212509774,-31.11748073534011,48.27404041594996	2558.0
8	666.0673499315446,-164.62524214482283,697.4754061369109,-294.53388338355694,-345.81768785517716,-232.31628956862747,-111.58240376573788,294.2021868218094,212.30383194358444,70.26184762366702,7.858182117303062,71.84365952941177,-71.3770998376333,81.46444531682147,98.49524555177159,31.853898636394913,-51.657259125558994,43.81251291124871,-25.79510405779154,46.16395981011352,22.839719623323017,-27.149997179910557,73.93578097695219,21.707557921224634,9.030798398004816	2907.0
