1	961.653298055106,-141.28747134024266,-54.612063634984814,-114.18372291658247,-167.65369829120314,-198.28063184732048,-9.591453885237618,-128.85360242163804,-138.00628489737107,-98.46803814711829,-265.54448791102135,-277.6358150844287,-96.24746318857434,-222.3885278685541,-311.5962699610717,-45.79254614812943,-58.21759193427703,112.06189554499498,-101.03135948533875,-94.53677599039435,10.11115934428715,61.43188443023254,100.36218784327602,41.99888619059657,-15.885296009605653	1978.0
3	211.23122531274092,-458.4191948582827,-664.2379038939183,-139.88177621821688,116.55396891854697,-87.41187256796918,-38.9579364163456,119.02958934080894,38.44227888800226,-223.67235387823354,93.90449449656022,-42.54207468148048,-22.393898020776007,1.4982987400935521,48.74142446078701,28.526672783984598,-58.366026408227846,-20.391721605806282,18.589778430792528,42.213945767886635,11.446015061227307,10.500546964777104,-14.297947602366543,-43.151988494771615,-36.424675043891	7268.0
5	-28.125497579480356,622.2038868536212,-347.93920459860897,148.73182421460714,34.41252647197216,-18.923680945990174,-184.7622788476882,129.26072602997147,80.34165420417344,202.23177473833877,-39.010752702229915,-4.5070989120294636,9.218587373056467,24.651494195990193,-14.778516372033543,-14.733413978211944,-11.699013635536005,-56.41992857395666,-15.699821370806049,-11.324002999488544,47.881086643821625,-11.261289465118658,22.59243968432897,18.161940058101465,45.5573268741817	9776.0
7	-257.4106704044453,562.2238965090929,226.1924289968096,-282.99009025342974,-36.93282926651068,169.34036727533763,133.9220966965861,-35.6308515916197,-35.37119859778792,-258.89579830447724,-12.087526731468682,5.561212913112842,-64.37100558300541,-23.821218470913525,22.121720233967874,15.775189122195028,27.309635479208747,3.1531575657768767,39.21168739965968,-8.619698936509627,-27.68730986706369,36.019314538019806,-32.52842433468039,-3.3962798669573537,-15.310074808039984	9403.0
9	231.6746145176246,54.03078441378711,258.1539221250217,587.045898804306,231.28638749227272,-501.5634441222432,157.97900502326786,-117.34774496440355,-17.701101289286324,-117.5752263351276,-76.76808621444695,-52.39080309446085,86.86197532783468,65.10544513735023,20.510977422990113,-43.22149733825318,71.4629292863344,51.105223710192774,55.22307644434794,57.255899882618486,-16.225838476471605,-57.54947023441568,-17.211727827574233,23.280434121027945,-16.48324301823234	5759.0
0	43.08234480088307,-207.7687087124342,79.49009883549351,-507.7121912428425,315.7139645551916,37.144028035465055,-118.31985340977077,-149.57840194929506,-135.13026557271047,145.2657388260931,36.083206866685636,2.4584251609457333,135.86886237786655,4.119473104685948,-11.466292394957987,29.798401484546375,51.023049253382695,32.8920952133599,1.6860954148981615,25.625350483406926,-10.071134884489389,-32.41259826207093,-71.38104096880782,17.85590133670418,9.275084385842467	7021.0
2	-727.6027622325033,-342.9950335104322,82.55411519825698,88.29376699621446,-212.88774320802858,-0.17857713460691935,33.98902285253981,-78.18917523030204,84.81523089004318,57.507455502597004,22.755056539308033,40.99503128462012,23.845000402500208,26.697615948322895,-86.80544136922263,-7.416032327053447,-31.983854558587883,-5.2050131717580745,-32.12808720521177,-16.485910686856222,-5.014862327933804,9.57606606488246,39.79768064283827,-3.0296212170085384,-0.4840494793555761	11359.0
4	178.50239019198733,-315.4181557221338,339.5671318226894,429.10742193415314,339.33552245795323,361.5894690783418,78.67282076001588,234.66456175406574,-235.22363910214185,138.14716629769927,49.4757727673542,23.95634073185245,-116.64288482963116,-65.03016548155496,125.13943092066638,-1.2756593115827026,-48.56845601566837,-13.23616879492265,-6.962272595993653,-50.57838013149543,11.698952655692189,51.02785315430383,63.86585308369694,-30.563544216580727,-47.59226262019038	5042.0
6	1101.7185775956223,-236.7561824500768,-223.68277657258062,111.06630533986181,-756.763217865976,402.3455119281874,182.31336064132097,-310.98911439208894,59.07008899039941,175.08610210829477,-34.48036206451613,148.0387543467742,-21.32342143778801,-67.48389174462366,83.89065445660515,24.279026414362512,157.8855520787249,-44.05236685983103,-8.98284955261136,-50.35259858371736,-72.55932218202766,-33.988778163594475,-136.24244932181261,-29.594509212749593,49.00437363709679	2604.0
8	823.3564075358424,-164.08744367813617,697.4747705519713,-298.51169116200714,-419.53225703906816,-227.9599388670251,-88.9971622928316,243.75469287275985,222.01227215770606,88.30082763906809,-10.852555741935484,76.34543376594982,-81.10059008207888,102.79940822473118,82.47890112150534,4.661726944444443,-84.46868788207884,48.73206965304662,-13.1078822311828,37.543956592473094,10.962581887455192,-49.323717921863796,69.44406661863798,26.353652253405002,21.47711664121862	2790.0
