1	981.168256469,-145.243463266,-58.6424391752,-112.237726409,-172.370418671,-186.478288632,-6.51160477385,-138.321020228,-134.992297582,-96.5530408168,-265.880966846,-269.651675965,-95.4772366406,-213.582150487,-309.922852704,-49.094048998,-65.4450863574,109.867458362,-96.6949655538,-93.4438359465,8.09463207118,62.4351490414,100.743712704,40.3767198824,-16.6168247612	1981.0
3	206.48575629,-458.011365474,-660.771071778,-146.991668487,118.716806359,-90.2933525435,-41.8228872818,123.045664311,32.3626007267,-218.05858826,90.6932348208,-41.3952606887,-21.825563411,5.26185316277,46.2118062086,30.8598763909,-60.1753264022,-17.5259574233,17.1337188517,39.1015497016,8.721779695,9.16824265915,-18.6327235071,-42.7259703482,-37.6047938746	7446.0
5	-23.2384933589,623.423394487,-347.768736499,154.631365821,37.3374510036,-19.2688276868,-192.300680714,128.222003951,82.3077510007,199.609793624,-37.3091324,-3.31748179178,9.21321607896,26.9832326314,-16.085735908,-12.9123336183,-13.5563185472,-56.9190033914,-17.4798950428,-13.1853562193,47.7247713262,-10.156037946,21.9699763092,20.6370927312,44.5815878934	9663.0
7	-259.389752745,565.866897067,220.43747994,-284.513736478,-37.5394485308,165.619371248,135.892298646,-34.1106144425,-36.1004194995,-257.182603657,-13.7674004901,8.43276328973,-64.5123370923,-24.2773347792,22.0609475219,13.8070484214,26.8911562911,3.1368531321,39.8179338367,-5.29486296277,-28.1439485786,36.4851366484,-32.5198806001,-5.16840690183,-15.5608554559	9402.0
9	232.519111575,56.4080085466,252.03020965,592.954756647,226.89288945,-495.658438517,160.890077771,-119.316263079,-19.4998628889,-121.194535218,-78.2388583468,-48.5643156344,90.0441526678,65.6618870161,19.6053174083,-43.9379068127,73.8226803961,51.5351850647,55.7997762907,57.9402450904,-13.1078760897,-59.1883984126,-16.3120237037,24.857000229,-15.9452273263	5761.0
0	42.26321618763798,-198.77830353863132,81.1595369686535,-508.0445438649004,325.3535678329652,46.75876257910224,-117.29818765239148,-166.92794126857993,-136.78263726225163,147.63777177910234,40.64841289963207,0.06993759087563216,141.19723416732887,-1.7690802994849177,-15.555386265636498,30.35731917866079,49.92340182487121,33.65014917674762,2.928043994849155,25.4818642072112,-9.984182949374546,-34.510526763649736,-69.89242621559968,18.590880284326705,11.501769565710077	6795.0
2	-725.056007480394,-342.47540443151024,81.79978372867939,88.85727062256021,-212.70165958818345,-1.3192606884121694,31.62027279760857,-77.42522986908745,83.34456780182876,56.597971225426384,21.20669108000701,39.86872618762087,23.954763103217854,26.49812256488481,-87.49905851415507,-5.8921141697731665,-28.854275327325475,-4.245278745208364,-31.039801146122745,-15.280988758484249,-4.977524434587654,9.82979385326182,39.240991263056074,-2.317233979602606,0.37333960822929374	11374.0
4	174.4191185185483,-315.197558111891,340.6778610671749,432.8374881537999,335.60864728273475,362.5231437651895,77.69308635793062,234.10159716522946,-234.9207095764987,135.15891498496094,49.28062837236818,24.801864609183884,-117.01667690996591,-64.00359332945662,128.4557195855223,-1.0423383190294802,-48.5509070878283,-12.242313637657908,-7.69095192059354,-48.76559931261281,14.752885845197508,48.13421738760776,63.35970825406057,-33.88105659494684,-47.80906360096245	4987.0
6	1111.2592295699324,-232.91917383620049,-203.78176674233356,94.4843791032162,-760.3158020676884,390.96819559237093,184.37165151570676,-309.07124956918454,71.12740481862379,180.8428485422587,-38.16088854637244,147.63908886350043,-21.26515791286463,-55.626578703814545,92.22113627860875,18.016876222513098,152.80774427262526,-43.59393882086762,-8.0150075157068,-52.58266667427072,-73.52537786013458,-34.47076104225879,-131.3196691331339,-29.943774627524313,50.352395682124175	2674.0
8	740.0208948385326,-164.62448203359608,693.5183334621184,-305.5730929389783,-376.667661342475,-241.36294023311615,-104.70489876379848,266.4372727507715,208.19072778985262,76.15954079122386,1.7546993647583025,64.78918832293452,-78.17196925197122,85.33837878505312,85.65333392526571,17.69297007507713,-62.20843190949608,47.85688573980118,-18.91321177956804,43.45685110901612,20.135665004113818,-36.645494544394914,71.26263355193689,28.839680807679112,15.247104750771346	2917.0
