1	985.956048306,-142.067760499,-51.8218512984,-111.366398031,-187.564118541,-186.360376109,-8.03392412259,-146.674855244,-141.318096729,-92.8302711418,-269.000917179,-266.277266082,-97.3711550182,-211.155250957,-309.817277569,-45.4005455476,-65.7799345993,115.330809655,-99.5497534215,-95.3930426449,7.22353568997,59.5208788967,102.159047289,40.7867226869,-16.3922486966	1974.0
3	207.770854473,-462.038478632,-658.998750227,-144.392313903,119.030001616,-89.8188743329,-38.6829137786,124.360272857,31.9702220618,-219.745411274,86.976547077,-39.5154607416,-21.1538390607,4.30204391725,43.6153407231,30.2001828679,-59.2770544007,-18.4139661817,16.7491241138,39.3306201246,10.7673503526,8.53508010675,-18.3747720727,-41.5221348896,-36.6443615945	7335.0
5	-24.1237530268,622.510989148,-349.574851959,153.183842756,37.2367811602,-20.2684913377,-188.586447583,128.291667706,83.3686552387,201.824878697,-34.4927253521,-4.5475599277,9.59697056515,26.8724531155,-14.8671429523,-14.7744491043,-12.0365694177,-56.8740753439,-15.9380852277,-12.572138661,48.9403005767,-9.01553013627,21.8585562475,19.0718532096,45.5701737914	9709.0
7	-258.073140106,564.748729636,223.823187608,-282.262969979,-35.6738252026,166.486875538,134.224370128,-35.475831107,-36.3082129327,-259.168955334,-12.3718213149,7.90174339249,-63.716568007,-23.7645855748,22.3373194775,14.7464960971,25.8566690532,3.14238046869,38.3982775563,-7.01661637784,-27.4552874231,36.7048757116,-33.4234128091,-4.79138098429,-14.5612550949	9422.0
9	230.522355075,53.4031716257,253.713263833,588.763429998,228.896890359,-500.262236853,158.406992013,-117.451551614,-16.9196866239,-119.112617747,-77.5419610265,-51.4868643574,91.2921135934,65.0607872981,18.0285925887,-44.6872706115,74.7044476297,51.8428068958,57.1490289679,56.0416247063,-13.8256509316,-59.1918310084,-16.0046834695,24.9895571253,-16.7592977979	5730.0
0	44.50755881577797,-196.99461298918936,79.01708293367417,-509.5567567742878,322.3459001886049,44.099931517896295,-117.69808111628926,-166.52782512271736,-135.28767504835648,147.9214364562454,39.751102217677136,-1.3555537497443397,140.96944661723902,0.6705130235208253,-15.768395258144627,31.48730129276846,49.89228042089114,34.00073368341854,4.158909747114682,26.492892138203068,-10.541108710591672,-34.60982980598979,-69.31375826515706,17.79300703447772,8.8429095815924	6845.0
2	-726.8462562703157,-341.9944942216461,81.26158260695782,87.02500034182559,-212.62149317719408,-1.7861039484318721,34.29936450645701,-77.99111072344729,83.19731809628391,58.20081719204074,22.777689992269174,41.718967994201876,23.792751503645764,26.5272719680225,-86.75911079003778,-6.408709798910661,-30.857158342352633,-5.259283018712108,-31.884640147764205,-15.877149060616702,-5.149259608099807,9.14690837046472,39.60664166001932,-3.8246187871387147,1.1622361881753471	11383.0
4	175.17146893276134,-319.134237835395,332.6982382061054,435.05675174181965,341.6867225828013,363.00903139385474,85.11509954588983,232.07393511731834,-237.25057304489232,134.61970201396645,45.45840596608141,25.45224498842778,-119.18916898842777,-64.91949719892257,126.45660449860335,0.7587915772146868,-48.971544604150026,-10.45265488986433,-5.628849092976855,-50.12367803870711,13.972151337589787,48.51626892238625,61.36987978870711,-31.378651767956878,-47.04254177713487	5012.0
6	1110.6995883773093,-232.42397725819825,-203.9580111017715,101.48454176140228,-756.4921941575575,395.09687755371294,189.92447413004143,-309.22254510591785,70.99984612174893,181.73429867734632,-39.96319255333586,148.3201570486242,-20.030578864304555,-57.31322897248399,89.26719853750473,20.137063513004144,159.59417075800977,-42.90047652054279,-10.764107288729738,-52.562737689785145,-74.48199474594797,-36.98288733660008,-135.4325956660385,-30.690214760648313,48.179594546551066	2653.0
8	745.9503735212807,-165.04070247701742,691.3157908998976,-299.06791875723525,-378.5283375788222,-238.48872073135865,-104.78783510793326,268.48256636738165,210.428531040858,76.80706619986383,-0.14165567041198177,64.84817651957779,-81.20845262648965,88.79679001600273,85.12428409124962,10.415874864147089,-66.55493470207696,44.88982920837588,-19.697686504937003,43.48366588457607,17.81606985120872,-39.08832234184541,70.655304195097,28.43639591215526,15.628027674838263	2937.0
