1	964.5660765433294,-144.6400912799316,-64.93750302109463,-103.54396324971495,-151.78149627366022,-193.2891973283923,1.3450407514253133,-132.54316300171035,-136.15092863968073,-104.2742707263398,-266.61158424686437,-277.72381463283926,-90.97455710262258,-223.0159005079818,-314.2674046448118,-41.4371284418472,-52.10889876567845,111.41501126795899,-103.25214919669325,-92.79981920752566,8.60156107696693,66.10006962770811,105.96795501995439,43.57233936773091,-17.37954152280501	1754.0
3	204.1510142681372,-448.48574610439607,-671.1012657113563,-143.23456812816536,123.15399056718968,-83.96407529796485,-47.000441203510924,112.06178278219659,40.27663060229922,-218.819005919217,99.49048394283055,-47.73573007643312,-21.856479041634323,3.459623854745991,49.40918622432808,31.886892192480975,-60.151951318937435,-16.24961410222153,16.873899624203826,41.45778383967687,5.3990642678266285,9.613030959142462,-14.521747947335726,-43.775857771322045,-39.386634407177276	6437.0
5	-28.42856715780389,622.2228928004148,-346.32403169083796,148.07702348975587,39.89248642253683,-19.533122052831494,-183.63872197974206,125.8094304690378,77.39597372548344,205.29759195764257,-41.118232050759644,-3.4288382585174983,6.65217961464088,23.795551160566287,-12.317819171961329,-14.47007995257827,-14.525331497582865,-54.2981076596455,-15.848633188766115,-9.693250521408833,48.40296943370162,-11.880322222375689,22.817313330110494,17.811800380870142,45.50457853982508	8688.0
7	-255.83775271574817,559.2190722835376,228.8967033074635,-280.1959176076654,-38.08970850720151,170.97627535745735,130.98499485513628,-35.57827339054875,-36.17084250553504,-258.71927261599825,-11.102977053803118,5.185585688965596,-61.99991470074986,-22.82375472884178,24.297633348291885,17.203324602547298,28.353348053922165,3.891557402690155,38.408229033210326,-8.418934286394473,-27.573950299250072,35.10405369682179,-32.26418664111416,-3.056986759195336,-16.327772079752425	8401.0
9	228.02049126845375,55.88310913383839,252.92632807536907,592.0263161888115,227.36608207905965,-497.25874191550116,155.91828176379173,-112.96380227952602,-15.963669136752134,-120.9063121262627,-75.93970228651897,-47.310275560217555,89.56024709654234,67.92910792696193,19.831630446581197,-44.71335113888888,73.80160854603731,52.009832951825935,57.96315905244755,57.171695199106466,-12.619200531857038,-59.8607250674048,-15.909431477466981,23.906978012432017,-20.8840953096348	5148.0
0	44.0390293495,-217.355050577,102.801858455,-511.039655624,300.051984083,17.6770786765,-119.539671611,-127.416228391,-131.776548674,140.178268457,31.54779551,13.2210003929,133.253808033,4.34649264094,-3.17967261224,30.2461689393,58.5027816792,30.3381454671,4.25431778745,26.5129647198,-6.12036220329,-25.7148756855,-69.4725705448,18.3354450676,10.9266400598	6375.0
2	-727.901967422,-343.871001037,80.3409977757,90.0074647935,-213.236975971,0.860811371508,34.5652840263,-77.9164711667,81.9376189837,57.3079637932,20.8646705135,42.1542099015,24.4715138122,27.673938369,-87.3727562248,-8.89478016033,-32.2438059361,-6.17795778843,-31.8456904606,-17.6090164167,-5.70856050538,9.01486179386,40.3696188287,-2.85827406842,-0.401949430645	10129.0
4	183.771713429,-322.544063734,339.192852149,425.547474899,341.421461524,361.152545838,83.4733110136,233.699894416,-230.299903638,137.972960688,45.105485113,27.1518906381,-113.577139879,-61.7822276759,125.755746924,-0.878457292552,-46.496169299,-13.9542108589,-7.75022532342,-49.4649278739,12.6622412751,48.7090082559,67.3404729591,-31.2147493975,-47.2301322637	4471.0
6	1085.03619138,-231.420857661,-227.484721098,111.454209179,-763.017015313,402.8868472,175.833811994,-312.452457285,60.698198225,173.489989108,-32.8067088084,144.565411246,-21.0430253219,-72.5493338119,92.7428684842,20.3834659893,158.664663234,-48.2617518506,-13.0932654211,-53.212945715,-70.9502388942,-31.0404663486,-135.492874836,-32.9341274335,49.7261052281	2249.0
8	876.210986789,-152.167354056,696.047865758,-287.638306762,-454.12924742,-222.72020496,-86.6932633995,214.936741141,218.775333545,94.9053728897,-13.8346281917,65.379337937,-89.3586224395,105.565826344,66.1483843607,-6.37349084881,-96.8581941086,49.1043347287,-10.144629408,36.6837815741,7.37930685434,-61.44742579,63.6316156273,26.071384083,25.4354946529	2348.0
