1	960.6383332989865,-149.73062848873874,-31.027313698198192,-124.37784470945952,-170.40150958333328,-213.99153946002258,-13.278604496621618,-121.69185439921165,-148.4222651007883,-92.275396338964,-267.5743882742117,-272.82775107882884,-90.54514177871623,-209.4672782381757,-310.18576588907655,-49.130365197072074,-57.77352075675677,109.45488174662164,-94.80377155123874,-92.20770101407656,6.616266662162161,57.71138359966218,96.65281166047298,42.118830684121626,-11.978100293355856	1776.0
3	212.3274639457922,-454.5455927828619,-668.4952432400186,-140.48848937515362,120.54996542690422,-85.96208133277034,-41.12762700276409,118.12853795623441,39.55669452226661,-224.83638422496955,93.98822635718675,-45.04583855988949,-20.768579783476675,2.0388210202702703,49.11943868918918,28.91637094702089,-59.02837740187346,-20.803659372082308,16.00438228409092,43.76075869302827,7.802758270116724,9.111788903409082,-15.695588314956998,-43.574190854729736,-37.92144269318182	6512.0
5	-26.636582164840238,620.3595796237172,-349.9155904487255,156.59236491048551,30.332652849809662,-20.682802543430626,-189.2839217651401,131.88699472857303,79.85279108605371,201.36379972442046,-36.45258596896986,-3.2548357555658116,12.401372386780476,26.823566876110288,-16.230188614026986,-13.444708056292543,-12.866594820163808,-55.678178051909136,-16.744435259545508,-12.085445601799524,48.37899059234054,-12.21710958276618,20.99266560710578,18.12229044607219,45.54405010843234	8669.0
7	-258.99701662165745,564.4640439568777,221.58784114948213,-281.3149065991327,-35.84246862225969,166.86139187978802,134.60795596615273,-36.904555208022174,-35.8763966965791,-255.42870617610234,-13.19712754794026,8.241519654661532,-64.84749283100453,-25.33676604239938,20.9201397256083,13.805714045410726,25.80907571115391,3.438852894001448,42.03209769597688,-4.366379738135388,-27.329950919898803,37.440917658756916,-32.3002385670923,-5.341217242953513,-14.774163188388343	8302.0
9	227.8378423580855,51.98569444219024,253.0127158313963,589.0636424898569,235.48722673311,-502.78935870395895,160.18313645046285,-124.34053195784922,-19.9402549283041,-120.11295120917876,-77.39272054934004,-51.08702586428999,93.36672527910181,65.0425114209179,20.14544431081347,-43.59813419676976,76.21413925743549,51.88243767086866,58.370336752806764,53.69833262182394,-15.586917409493791,-58.969859612172506,-15.336166967697457,23.467397017727006,-14.60945895587946	5077.0
0	45.99803566352097,-201.7687399977222,73.61253780930684,-506.7103330346567,327.66364884266204,44.51380128132119,-113.45495563862661,-159.358122729255,-138.91505833110966,146.81914888366418,36.130898391636826,2.289681702245363,138.131093451676,5.8875924497234,-15.871673708428252,34.63697021347219,47.74484451529449,30.84649711356981,-0.1436277414578577,27.379560693133755,-10.471610263911483,-33.90549516335828,-70.87796963146761,17.942009419297104,13.009639705824918	6146.0
2	-726.8750904913434,-342.69996313691536,80.06618499532345,88.77407234805965,-212.5875907243778,-1.6979134177114419,35.15407570139303,-77.82972568407958,82.12678669323385,58.68060042019902,23.487800428756213,39.6094851172139,24.213153369054744,28.49158911154229,-87.64578278925374,-7.748000849452745,-29.574668398308418,-4.591336240198998,-32.043335340597,-16.03955820676616,-4.706587057512437,9.14663016796019,38.61006574228855,-3.2424153270646765,0.4815926908457693	10050.0
4	175.4577958703993,-320.9622580939102,337.0998476009368,436.5634775166185,340.43873003836705,364.2722622846309,75.85049165134959,231.09027960606718,-235.07513921771127,139.02970572406863,48.608719098148555,28.717076463751955,-116.95649186571495,-66.1667173937096,127.87136902186039,-4.122261486058446,-48.437863891367336,-12.54415820209681,-6.477049337720275,-51.10701900111533,15.074257410662522,50.77818301405305,60.525566216596026,-31.367565596029415,-50.23751844256077	4483.0
6	1126.1569913698117,-231.4619590461215,-200.56462033165633,92.21696278532497,-752.7698776016772,393.3835415186584,186.1603409895178,-311.7969809953879,79.47557499077567,178.92529352536675,-38.21333211865829,146.4572152268345,-23.92698456771488,-62.83863694339624,89.81626706037734,21.806003133333324,150.97669888679246,-43.62128493207546,-11.839638514465403,-50.117393828092226,-72.05850533710688,-31.111703971069183,-131.46733931823903,-30.531261817190757,49.651554662893076	2385.0
8	729.7169851203847,-164.53969014730762,698.753976130385,-295.82526943461534,-369.01759479076935,-237.53928917538468,-103.69884270000003,269.0220165542309,222.74607059076925,78.44333097346153,4.203474723461533,71.36820382538463,-77.48819250346152,89.81540636538459,92.79199950499998,21.182143965000012,-69.39402048461538,46.28991347615388,-17.653605494615388,44.805606880000006,19.588057405384614,-34.76379269038462,70.46600965999998,23.64639151999999,13.996312646538453	2600.0
